,DateTime
3821,2020-08-25 08:40:00
3822,2020-08-25 08:45:00
3823,2020-08-25 08:55:00
3824,2020-08-25 09:05:00
3825,2020-08-25 21:15:00
3826,2020-08-25 21:40:00
3827,2020-08-25 21:50:00
3828,2020-08-25 21:55:00
3829,2020-08-25 22:25:00
3830,2020-08-25 22:30:00
3831,2020-08-25 22:40:00
3832,2020-08-25 22:45:00
3833,2020-08-25 23:10:00
3834,2020-08-25 23:20:00
3835,2020-08-25 23:25:00
3836,2020-08-26 01:15:00
3837,2020-08-26 01:20:00
3838,2020-08-26 01:25:00
3839,2020-08-26 01:35:00
3840,2020-08-26 01:40:00
3841,2020-08-26 02:25:00
3842,2020-08-26 02:30:00
3843,2020-08-26 02:35:00
3844,2020-08-26 02:45:00
3845,2020-08-26 03:05:00
3846,2020-08-26 03:10:00
3847,2020-08-26 03:15:00
3848,2020-08-26 03:30:00
3849,2020-08-26 03:45:00
3850,2020-08-26 03:50:00
3851,2020-08-26 03:55:00
3852,2020-08-26 04:15:00
3853,2020-08-26 04:40:00
3854,2020-08-26 04:50:00
3855,2020-08-26 04:55:00
3856,2020-08-26 05:15:00
3857,2020-08-26 05:20:00
3858,2020-08-26 05:55:00
3859,2020-08-26 06:20:00
3860,2020-08-26 06:25:00
3861,2020-08-26 06:30:00
3862,2020-08-26 06:35:00
3863,2020-08-26 06:40:00
3864,2020-08-26 06:45:00
3865,2020-08-26 06:50:00
3866,2020-08-26 06:55:00
3867,2020-08-26 07:00:00
3868,2020-08-26 07:05:00
3869,2020-08-26 16:00:00
3870,2020-08-26 16:05:00
3871,2020-08-26 16:10:00
3872,2020-08-26 16:35:00
3873,2020-08-26 16:40:00
3874,2020-08-26 16:45:00
3875,2020-08-26 16:55:00
3876,2020-08-26 17:00:00
3877,2020-08-26 17:10:00
3878,2020-08-26 17:15:00
3879,2020-08-26 17:25:00
3880,2020-08-26 17:30:00
3881,2020-08-26 17:40:00
3882,2020-08-26 17:50:00
3883,2020-08-26 18:00:00
3884,2020-08-26 18:15:00
3885,2020-08-26 18:20:00
3886,2020-08-26 18:25:00
3887,2020-08-26 18:35:00
3888,2020-08-26 18:40:00
3889,2020-08-26 21:05:00
3890,2020-08-26 21:10:00
3891,2020-08-26 21:20:00
3892,2020-08-26 21:25:00
3893,2020-08-26 21:35:00
3894,2020-08-26 21:40:00
3895,2020-08-26 22:35:00
3896,2020-08-26 22:40:00
3897,2020-08-26 22:50:00
3898,2020-08-26 22:55:00
3899,2020-08-26 23:05:00
3900,2020-08-26 23:10:00
3901,2020-08-26 23:20:00
3902,2020-08-26 23:25:00
3903,2020-08-26 23:35:00
3904,2020-08-26 23:40:00
3905,2020-08-26 23:50:00
3906,2020-08-26 23:55:00
3907,2020-08-27 00:10:00
3908,2020-08-27 00:15:00
3909,2020-08-27 01:10:00
3910,2020-08-27 01:20:00
3911,2020-08-27 01:35:00
3912,2020-08-27 01:50:00
3913,2020-08-27 01:55:00
3914,2020-08-27 02:05:00
3915,2020-08-27 02:10:00
3916,2020-08-27 02:30:00
3917,2020-08-27 02:35:00
3918,2020-08-27 02:40:00
3919,2020-08-27 02:50:00
3920,2020-08-27 02:55:00
3921,2020-08-27 04:50:00
3922,2020-08-27 11:30:00
3923,2020-08-27 11:40:00
3924,2020-08-27 11:45:00
3925,2020-08-27 11:50:00
3926,2020-08-27 11:55:00
3927,2020-08-27 12:05:00
3928,2020-08-27 12:10:00
3929,2020-08-27 12:15:00
3930,2020-08-27 12:20:00
3931,2020-08-27 12:25:00
3932,2020-08-27 12:35:00
3933,2020-08-27 12:40:00
3934,2020-08-27 12:45:00
3935,2020-08-27 12:50:00
3936,2020-08-27 13:00:00
3937,2020-08-27 13:05:00
3938,2020-08-27 13:10:00
3939,2020-08-27 13:15:00
3940,2020-08-27 13:20:00
3941,2020-08-27 21:45:00
3942,2020-08-28 00:05:00
3943,2020-08-28 00:10:00
3944,2020-08-28 00:15:00
3945,2020-08-28 00:30:00
3946,2020-08-28 00:50:00
3947,2020-08-28 00:55:00
3948,2020-08-28 09:10:00
3949,2020-08-28 09:20:00
3950,2020-08-28 09:25:00
3951,2020-08-28 09:30:00
3952,2020-08-28 09:35:00
3953,2020-08-28 09:40:00
3954,2020-08-28 09:45:00
3955,2020-08-28 09:50:00
3956,2020-08-28 10:00:00
3957,2020-08-28 10:05:00
3958,2020-08-28 10:10:00
3959,2020-08-28 10:15:00
3960,2020-08-28 10:20:00
3961,2020-08-28 10:25:00
3962,2020-08-28 10:30:00
3963,2020-08-28 10:35:00
3964,2020-08-28 10:40:00
3965,2020-08-28 10:45:00
3966,2020-08-28 13:20:00
3967,2020-08-28 13:25:00
3968,2020-08-28 13:30:00
3969,2020-08-28 13:35:00
3970,2020-08-28 13:40:00
3971,2020-08-28 13:45:00
3972,2020-08-28 13:50:00
3973,2020-08-28 13:55:00
3974,2020-08-28 14:05:00
3975,2020-08-28 14:10:00
3976,2020-08-28 14:15:00
3977,2020-08-28 14:20:00
3978,2020-08-28 14:25:00
3979,2020-08-28 14:30:00
3980,2020-08-28 15:55:00
3981,2020-08-28 16:05:00
3982,2020-08-28 16:10:00
3983,2020-08-28 16:15:00
3984,2020-08-28 16:25:00
3985,2020-08-28 16:30:00
3986,2020-08-28 16:40:00
3987,2020-08-28 16:45:00
3988,2020-08-29 04:25:00
3989,2020-08-29 04:35:00
3990,2020-08-29 04:40:00
3991,2020-08-29 04:45:00
3992,2020-08-29 16:00:00
3993,2020-08-29 16:10:00
3994,2020-08-29 16:15:00
3995,2020-08-29 23:50:00
3996,2020-08-29 23:55:00
3997,2020-08-30 00:05:00
3998,2020-08-30 00:10:00
3999,2020-08-30 00:15:00
4000,2020-08-30 00:30:00
4001,2020-08-30 00:55:00
4002,2020-08-30 01:15:00
4003,2020-08-30 01:20:00
4004,2020-08-30 01:25:00
4005,2020-08-30 01:40:00
4006,2020-08-30 02:00:00
4007,2020-08-30 02:05:00
4008,2020-08-30 04:05:00
4009,2020-08-30 04:10:00
4010,2020-08-30 04:15:00
4011,2020-08-30 04:20:00
4012,2020-08-30 04:35:00
4013,2020-08-30 04:55:00
4014,2020-08-30 05:50:00
4015,2020-08-30 05:55:00
4016,2020-08-30 06:05:00
4017,2020-08-30 06:10:00
4018,2020-08-30 06:15:00
4019,2020-08-30 06:20:00
4020,2020-08-30 06:25:00
4021,2020-08-30 06:30:00
4022,2020-08-30 06:40:00
4023,2020-08-30 06:45:00
4024,2020-08-30 06:50:00
4025,2020-08-30 06:55:00
4026,2020-08-30 07:05:00
4027,2020-08-30 07:10:00
4028,2020-08-30 07:15:00
4029,2020-08-30 07:20:00
4030,2020-08-30 07:25:00
4031,2020-08-30 07:30:00
4032,2020-08-30 07:40:00
4033,2020-08-30 07:45:00
4034,2020-08-30 07:50:00
4035,2020-08-30 07:55:00
4036,2020-08-30 08:05:00
4037,2020-08-30 08:10:00
4038,2020-08-30 08:15:00
4039,2020-08-30 08:20:00
4040,2020-08-30 08:30:00
4041,2020-08-30 08:55:00
4042,2020-08-30 09:15:00
4043,2020-08-30 18:35:00
4044,2020-08-30 18:40:00
4045,2020-08-30 18:45:00
4046,2020-08-30 18:50:00
4047,2020-08-30 18:55:00
4048,2020-08-30 19:00:00
4049,2020-08-30 19:05:00
4050,2020-08-30 19:10:00
4051,2020-08-30 19:15:00
4052,2020-08-30 19:20:00
4053,2020-08-30 19:25:00
4054,2020-08-30 19:30:00
4055,2020-08-30 19:35:00
4056,2020-08-30 19:40:00
4057,2020-08-30 19:45:00
4058,2020-08-30 19:50:00
4059,2020-08-30 19:55:00
4060,2020-08-30 20:00:00
4061,2020-08-30 20:05:00
4062,2020-08-30 20:10:00
4063,2020-08-30 20:15:00
4064,2020-08-30 20:20:00
4065,2020-08-30 20:25:00
4066,2020-08-30 20:30:00
4067,2020-08-30 20:35:00
4068,2020-08-30 20:40:00
4069,2020-08-30 20:45:00
4070,2020-08-30 20:50:00
4071,2020-08-30 20:55:00
4072,2020-08-30 21:00:00
4073,2020-08-30 21:05:00
4074,2020-08-30 21:10:00
4075,2020-08-30 21:15:00
4076,2020-08-30 21:20:00
4077,2020-08-30 21:25:00
4078,2020-08-30 21:30:00
4079,2020-08-30 21:35:00
4080,2020-08-30 21:40:00
4081,2020-08-30 21:45:00
4082,2020-08-30 21:50:00
4083,2020-08-30 21:55:00
4084,2020-08-30 22:00:00
4085,2020-08-30 22:05:00
4086,2020-08-30 22:10:00
4087,2020-08-30 22:15:00
4088,2020-08-30 22:20:00
4089,2020-08-30 22:25:00
4090,2020-08-30 22:30:00
4091,2020-08-30 22:35:00
4092,2020-08-30 22:40:00
4093,2020-08-30 22:45:00
4094,2020-08-30 22:50:00
4095,2020-08-30 22:55:00
4096,2020-08-30 23:00:00
4097,2020-08-30 23:05:00
4098,2020-08-30 23:10:00
4099,2020-08-30 23:15:00
4100,2020-08-30 23:20:00
4101,2020-08-30 23:25:00
4102,2020-08-30 23:30:00
4103,2020-08-30 23:35:00
4104,2020-08-30 23:40:00
4105,2020-08-30 23:45:00
4106,2020-08-30 23:50:00
4107,2020-08-30 23:55:00
4108,2020-08-31 00:00:00
4109,2020-08-31 00:05:00
4110,2020-08-31 00:10:00
4111,2020-08-31 00:15:00
4112,2020-08-31 00:20:00
4113,2020-08-31 00:25:00
4114,2020-08-31 00:30:00
4115,2020-08-31 00:35:00
4116,2020-08-31 00:40:00
4117,2020-08-31 00:45:00
4118,2020-08-31 00:50:00
4119,2020-08-31 00:55:00
4120,2020-08-31 01:00:00
4121,2020-08-31 01:05:00
4122,2020-08-31 01:10:00
4123,2020-08-31 01:15:00
4124,2020-08-31 01:20:00
4125,2020-08-31 01:25:00
4126,2020-08-31 01:30:00
4127,2020-08-31 01:35:00
4128,2020-08-31 01:40:00
4129,2020-08-31 01:45:00
4130,2020-08-31 01:50:00
4131,2020-08-31 01:55:00
4132,2020-08-31 02:00:00
4133,2020-08-31 02:05:00
4134,2020-08-31 02:10:00
4135,2020-08-31 02:15:00
4136,2020-08-31 02:20:00
4137,2020-08-31 02:25:00
4138,2020-08-31 02:30:00
4139,2020-08-31 02:35:00
4140,2020-08-31 02:40:00
4141,2020-08-31 02:45:00
4142,2020-08-31 02:50:00
4143,2020-08-31 02:55:00
4144,2020-08-31 03:00:00
4145,2020-08-31 03:05:00
4146,2020-08-31 03:10:00
4147,2020-08-31 03:15:00
4148,2020-08-31 03:20:00
4149,2020-08-31 03:25:00
4150,2020-08-31 03:30:00
4151,2020-08-31 03:35:00
4152,2020-08-31 03:40:00
4153,2020-08-31 03:45:00
4154,2020-08-31 03:50:00
4155,2020-08-31 03:55:00
4156,2020-08-31 04:00:00
4157,2020-08-31 04:05:00
4158,2020-08-31 04:10:00
4159,2020-08-31 04:15:00
4160,2020-08-31 04:20:00
4161,2020-08-31 04:25:00
4162,2020-08-31 04:30:00
4163,2020-08-31 04:35:00
4164,2020-08-31 04:40:00
4165,2020-08-31 04:45:00
4166,2020-08-31 04:50:00
4167,2020-08-31 04:55:00
4168,2020-08-31 05:00:00
4169,2020-08-31 05:05:00
4170,2020-08-31 05:10:00
4171,2020-08-31 05:15:00
4172,2020-08-31 05:20:00
4173,2020-08-31 05:25:00
4174,2020-08-31 05:30:00
4175,2020-08-31 05:35:00
4176,2020-08-31 05:40:00
4177,2020-08-31 05:45:00
4178,2020-08-31 05:50:00
4179,2020-08-31 05:55:00
4180,2020-08-31 06:00:00
4181,2020-08-31 06:05:00
4182,2020-08-31 06:10:00
4183,2020-08-31 06:15:00
4184,2020-08-31 06:20:00
4185,2020-08-31 06:25:00
4186,2020-08-31 06:30:00
4187,2020-08-31 06:35:00
4188,2020-08-31 06:40:00
4189,2020-08-31 06:45:00
4190,2020-08-31 06:50:00
4191,2020-08-31 06:55:00
4192,2020-08-31 07:00:00
4193,2020-08-31 07:05:00
4194,2020-08-31 07:10:00
4195,2020-08-31 07:15:00
4196,2020-08-31 07:20:00
4197,2020-08-31 07:25:00
4198,2020-08-31 07:30:00
4199,2020-08-31 07:35:00
4200,2020-08-31 07:40:00
4201,2020-08-31 07:45:00
4202,2020-08-31 07:50:00
4203,2020-08-31 07:55:00
4204,2020-08-31 08:00:00
4205,2020-08-31 08:05:00
4206,2020-08-31 08:10:00
4207,2020-08-31 08:15:00
4208,2020-08-31 08:20:00
4209,2020-08-31 08:25:00
4210,2020-08-31 08:30:00
4211,2020-08-31 08:35:00
4212,2020-08-31 08:40:00
4213,2020-08-31 08:45:00
4214,2020-08-31 08:50:00
4215,2020-08-31 08:55:00
4216,2020-08-31 09:00:00
4217,2020-08-31 09:05:00
4218,2020-08-31 09:10:00
4219,2020-08-31 09:15:00
4220,2020-08-31 09:20:00
4221,2020-08-31 09:25:00
4222,2020-08-31 09:30:00
4223,2020-08-31 09:35:00
4224,2020-08-31 09:40:00
4225,2020-08-31 09:45:00
4226,2020-08-31 09:50:00
4227,2020-08-31 09:55:00
4228,2020-08-31 10:00:00
4229,2020-08-31 10:05:00
4230,2020-08-31 10:10:00
4231,2020-08-31 10:15:00
4232,2020-08-31 10:20:00
4233,2020-08-31 10:25:00
4234,2020-08-31 10:30:00
4235,2020-08-31 10:35:00
4236,2020-08-31 10:40:00
4237,2020-08-31 10:45:00
4238,2020-08-31 10:50:00
4239,2020-08-31 10:55:00
4240,2020-08-31 11:00:00
4241,2020-08-31 11:05:00
4242,2020-08-31 11:10:00
4243,2020-08-31 11:15:00
4244,2020-08-31 11:20:00
4245,2020-08-31 11:25:00
4246,2020-08-31 11:30:00
4247,2020-08-31 11:35:00
4248,2020-08-31 11:40:00
4249,2020-08-31 11:45:00
4250,2020-08-31 11:50:00
4251,2020-08-31 11:55:00
4252,2020-08-31 12:00:00
4253,2020-08-31 12:05:00
4254,2020-08-31 12:10:00
4255,2020-08-31 12:15:00
4256,2020-08-31 12:20:00
4257,2020-08-31 12:25:00
4258,2020-08-31 12:30:00
4259,2020-08-31 12:35:00
4260,2020-08-31 12:40:00
4261,2020-08-31 12:45:00
4262,2020-08-31 12:50:00
4263,2020-08-31 12:55:00
4264,2020-08-31 13:00:00
4265,2020-08-31 13:05:00
4266,2020-08-31 13:10:00
4267,2020-08-31 13:15:00
4268,2020-08-31 13:20:00
4269,2020-08-31 13:25:00
4270,2020-08-31 13:30:00
4271,2020-08-31 13:35:00
4272,2020-08-31 13:40:00
4273,2020-08-31 13:45:00
4274,2020-08-31 13:50:00
4275,2020-08-31 13:55:00
4276,2020-08-31 14:00:00
4277,2020-08-31 14:05:00
4278,2020-08-31 14:10:00
4279,2020-08-31 14:15:00
4280,2020-08-31 14:20:00
4281,2020-08-31 14:25:00
4282,2020-08-31 14:30:00
4283,2020-08-31 14:35:00
4284,2020-08-31 14:40:00
4285,2020-08-31 14:45:00
4286,2020-08-31 14:50:00
4287,2020-08-31 14:55:00
4288,2020-08-31 15:00:00
4289,2020-08-31 15:05:00
4290,2020-08-31 15:10:00
4291,2020-08-31 15:15:00
4292,2020-08-31 15:20:00
4293,2020-08-31 15:25:00
4294,2020-08-31 15:30:00
4295,2020-08-31 15:35:00
4296,2020-08-31 15:40:00
4297,2020-08-31 15:45:00
4298,2020-08-31 15:50:00
4299,2020-08-31 15:55:00
4300,2020-08-31 16:00:00
4301,2020-08-31 16:05:00
4302,2020-08-31 16:10:00
4303,2020-08-31 16:15:00
4304,2020-08-31 16:20:00
4305,2020-08-31 16:25:00
4306,2020-08-31 16:30:00
4307,2020-08-31 16:35:00
4308,2020-08-31 16:40:00
4309,2020-08-31 16:45:00
4310,2020-08-31 16:50:00
4311,2020-08-31 16:55:00
4312,2020-08-31 17:00:00
4313,2020-08-31 17:05:00
4314,2020-08-31 17:10:00
4315,2020-08-31 17:15:00
4316,2020-08-31 17:20:00
4317,2020-08-31 17:25:00
4318,2020-08-31 17:30:00
4319,2020-08-31 17:35:00
4320,2020-08-31 17:40:00
4321,2020-08-31 17:45:00
4322,2020-08-31 17:50:00
4323,2020-08-31 17:55:00
4324,2020-08-31 18:00:00
4325,2020-08-31 18:05:00
4326,2020-08-31 18:10:00
4327,2020-08-31 18:15:00
4328,2020-08-31 18:20:00
4329,2020-08-31 18:25:00
4330,2020-08-31 18:30:00
4331,2020-08-31 18:35:00
4332,2020-08-31 18:40:00
4333,2020-08-31 18:45:00
4334,2020-08-31 18:50:00
4335,2020-08-31 18:55:00
4336,2020-08-31 19:00:00
4337,2020-08-31 19:05:00
4338,2020-08-31 19:10:00
4339,2020-08-31 19:15:00
4340,2020-08-31 19:20:00
4341,2020-08-31 19:25:00
4342,2020-08-31 19:30:00
4343,2020-08-31 19:35:00
4344,2020-08-31 19:40:00
4345,2020-08-31 19:45:00
4346,2020-08-31 19:50:00
4347,2020-08-31 19:55:00
4348,2020-08-31 20:00:00
4349,2020-08-31 20:05:00
4350,2020-08-31 20:10:00
4351,2020-08-31 20:15:00
4352,2020-08-31 20:20:00
4353,2020-08-31 20:25:00
4354,2020-08-31 20:30:00
4355,2020-08-31 20:35:00
4356,2020-08-31 20:40:00
4357,2020-08-31 20:45:00
4358,2020-08-31 20:50:00
4359,2020-08-31 20:55:00
4360,2020-08-31 21:00:00
4361,2020-08-31 21:05:00
4362,2020-08-31 21:10:00
4363,2020-08-31 21:15:00
4364,2020-08-31 21:20:00
4365,2020-08-31 21:25:00
4366,2020-08-31 21:30:00
4367,2020-08-31 21:35:00
4368,2020-08-31 21:40:00
4369,2020-08-31 21:45:00
4370,2020-08-31 21:50:00
4371,2020-08-31 21:55:00
4372,2020-08-31 22:00:00
4373,2020-08-31 22:05:00
4374,2020-08-31 22:10:00
4375,2020-08-31 22:15:00
4376,2020-08-31 22:20:00
4377,2020-08-31 22:25:00
4378,2020-08-31 22:30:00
4379,2020-08-31 22:35:00
4380,2020-08-31 22:40:00
4381,2020-08-31 22:45:00
4382,2020-08-31 22:50:00
4383,2020-08-31 22:55:00
4384,2020-08-31 23:00:00
4385,2020-08-31 23:05:00
4386,2020-08-31 23:10:00
4387,2020-08-31 23:15:00
4388,2020-08-31 23:20:00
4389,2020-08-31 23:25:00
4390,2020-08-31 23:30:00
4391,2020-08-31 23:35:00
4392,2020-08-31 23:40:00
4393,2020-08-31 23:45:00
4394,2020-08-31 23:50:00
4395,2020-08-31 23:55:00
4396,2020-09-01 00:00:00
4397,2020-09-01 00:05:00
4398,2020-09-01 00:10:00
4399,2020-09-01 00:15:00
4400,2020-09-01 00:20:00
4401,2020-09-01 00:25:00
4402,2020-09-01 00:30:00
4403,2020-09-01 00:35:00
4404,2020-09-01 00:40:00
4405,2020-09-01 00:45:00
4406,2020-09-01 00:50:00
4407,2020-09-01 00:55:00
4408,2020-09-01 01:00:00
4409,2020-09-01 01:05:00
4410,2020-09-01 01:10:00
4411,2020-09-01 01:15:00
4412,2020-09-01 01:20:00
4413,2020-09-01 01:25:00
4414,2020-09-01 01:30:00
4415,2020-09-01 01:35:00
4416,2020-09-01 01:40:00
4417,2020-09-01 01:45:00
4418,2020-09-01 01:50:00
4419,2020-09-01 01:55:00
4420,2020-09-01 02:00:00
4421,2020-09-01 02:05:00
4422,2020-09-01 02:10:00
4423,2020-09-01 02:15:00
4424,2020-09-01 02:20:00
4425,2020-09-01 02:25:00
4426,2020-09-01 02:30:00
4427,2020-09-01 02:35:00
4428,2020-09-01 02:40:00
4429,2020-09-01 02:45:00
4430,2020-09-01 02:50:00
4431,2020-09-01 02:55:00
4432,2020-09-01 03:00:00
4433,2020-09-01 03:05:00
4434,2020-09-01 03:10:00
4435,2020-09-01 03:15:00
4436,2020-09-01 03:20:00
4437,2020-09-01 03:25:00
4438,2020-09-01 03:30:00
4439,2020-09-01 03:35:00
4440,2020-09-01 03:40:00
4441,2020-09-01 03:45:00
4442,2020-09-01 03:50:00
4443,2020-09-01 03:55:00
4444,2020-09-01 04:00:00
4445,2020-09-01 04:05:00
4446,2020-09-01 04:10:00
4447,2020-09-01 04:15:00
4448,2020-09-01 04:20:00
4449,2020-09-01 04:25:00
4450,2020-09-01 04:30:00
4451,2020-09-01 04:35:00
4452,2020-09-01 04:40:00
4453,2020-09-01 04:45:00
4454,2020-09-01 04:50:00
4455,2020-09-01 04:55:00
4456,2020-09-01 05:00:00
4457,2020-09-01 05:05:00
4458,2020-09-01 05:10:00
4459,2020-09-01 05:15:00
4460,2020-09-01 05:20:00
4461,2020-09-01 05:25:00
4462,2020-09-01 05:30:00
4463,2020-09-01 05:35:00
4464,2020-09-01 05:40:00
4465,2020-09-01 05:45:00
4466,2020-09-01 05:50:00
4467,2020-09-01 05:55:00
4468,2020-09-01 06:00:00
4469,2020-09-01 06:05:00
4470,2020-09-01 06:10:00
4471,2020-09-01 06:15:00
4472,2020-09-01 06:20:00
4473,2020-09-01 06:25:00
4474,2020-09-01 06:30:00
4475,2020-09-01 06:35:00
4476,2020-09-01 06:40:00
4477,2020-09-01 06:45:00
4478,2020-09-01 06:50:00
4479,2020-09-01 06:55:00
4480,2020-09-01 07:00:00
4481,2020-09-01 07:05:00
4482,2020-09-01 07:10:00
4483,2020-09-01 07:15:00
4484,2020-09-01 07:20:00
4485,2020-09-01 07:25:00
4486,2020-09-01 07:30:00
4487,2020-09-01 07:35:00
4488,2020-09-01 07:40:00
4489,2020-09-01 07:45:00
4490,2020-09-01 07:50:00
4491,2020-09-01 07:55:00
4492,2020-09-01 08:00:00
4493,2020-09-01 08:05:00
4494,2020-09-01 08:10:00
4495,2020-09-01 08:15:00
4496,2020-09-01 08:20:00
4497,2020-09-01 08:25:00
4498,2020-09-01 08:30:00
4499,2020-09-01 08:35:00
4500,2020-09-01 08:40:00
4501,2020-09-01 08:45:00
4502,2020-09-01 08:50:00
4503,2020-09-01 08:55:00
4504,2020-09-01 09:00:00
4505,2020-09-01 09:05:00
4506,2020-09-01 09:10:00
4507,2020-09-01 09:15:00
4508,2020-09-01 09:20:00
4509,2020-09-01 09:25:00
4510,2020-09-01 09:30:00
4511,2020-09-01 09:35:00
4512,2020-09-01 09:40:00
4513,2020-09-01 09:45:00
4514,2020-09-01 09:50:00
4515,2020-09-01 09:55:00
4516,2020-09-01 10:00:00
4517,2020-09-01 10:05:00
4518,2020-09-01 10:10:00
4519,2020-09-01 10:15:00
4520,2020-09-01 10:20:00
4521,2020-09-01 10:25:00
4522,2020-09-01 10:30:00
4523,2020-09-01 10:35:00
4524,2020-09-01 10:40:00
4525,2020-09-01 10:45:00
4526,2020-09-01 10:50:00
4527,2020-09-01 10:55:00
4528,2020-09-01 11:00:00
4529,2020-09-01 11:05:00
4530,2020-09-01 11:10:00
4531,2020-09-01 11:15:00
4532,2020-09-01 11:20:00
4533,2020-09-01 11:25:00
4534,2020-09-01 11:30:00
4535,2020-09-01 11:35:00
4536,2020-09-01 11:40:00
4537,2020-09-01 11:45:00
4538,2020-09-01 11:50:00
4539,2020-09-01 11:55:00
4540,2020-09-01 12:00:00
4541,2020-09-01 12:05:00
4542,2020-09-01 12:10:00
4543,2020-09-01 12:15:00
4544,2020-09-01 12:20:00
4545,2020-09-01 12:25:00
4546,2020-09-01 12:30:00
4547,2020-09-01 12:35:00
4548,2020-09-01 12:40:00
4549,2020-09-01 12:45:00
4550,2020-09-01 12:50:00
4551,2020-09-01 12:55:00
4552,2020-09-01 13:00:00
4553,2020-09-01 13:05:00
4554,2020-09-01 13:10:00
4555,2020-09-01 13:15:00
4556,2020-09-01 13:20:00
4557,2020-09-01 13:25:00
4558,2020-09-01 13:30:00
4559,2020-09-01 13:35:00
4560,2020-09-01 13:40:00
4561,2020-09-01 13:45:00
4562,2020-09-01 13:50:00
4563,2020-09-01 13:55:00
4564,2020-09-01 14:00:00
4565,2020-09-01 14:05:00
4566,2020-09-01 14:10:00
4567,2020-09-01 14:15:00
4568,2020-09-01 14:20:00
4569,2020-09-01 14:25:00
4570,2020-09-01 14:30:00
4571,2020-09-01 14:35:00
4572,2020-09-01 14:40:00
4573,2020-09-01 14:45:00
4574,2020-09-01 14:50:00
4575,2020-09-01 14:55:00
4576,2020-09-01 15:00:00
4577,2020-09-01 15:05:00
4578,2020-09-01 15:10:00
4579,2020-09-01 15:15:00
4580,2020-09-01 15:20:00
4581,2020-09-01 15:25:00
4582,2020-09-01 15:30:00
4583,2020-09-01 15:35:00
4584,2020-09-01 15:40:00
4585,2020-09-01 15:45:00
4586,2020-09-01 15:50:00
4587,2020-09-01 15:55:00
4588,2020-09-01 16:00:00
4589,2020-09-01 16:05:00
4590,2020-09-01 16:10:00
4591,2020-09-01 16:15:00
4592,2020-09-01 16:20:00
4593,2020-09-01 16:25:00
4594,2020-09-01 16:30:00
4595,2020-09-01 16:35:00
4596,2020-09-01 16:40:00
4597,2020-09-01 16:45:00
4598,2020-09-01 16:50:00
4599,2020-09-01 16:55:00
4600,2020-09-01 17:00:00
4601,2020-09-01 17:05:00
4602,2020-09-01 17:10:00
4603,2020-09-01 17:15:00
4604,2020-09-01 17:20:00
4605,2020-09-01 17:25:00
4606,2020-09-01 17:30:00
4607,2020-09-01 17:35:00
4608,2020-09-01 17:40:00
4609,2020-09-01 17:45:00
4610,2020-09-01 17:50:00
4611,2020-09-01 17:55:00
4612,2020-09-01 18:00:00
4613,2020-09-01 18:05:00
4614,2020-09-01 18:10:00
4615,2020-09-01 18:15:00
4616,2020-09-01 18:20:00
4617,2020-09-01 18:25:00
4618,2020-09-01 18:30:00
4619,2020-09-01 18:35:00
4620,2020-09-01 18:40:00
4621,2020-09-01 18:45:00
4622,2020-09-01 18:50:00
4623,2020-09-01 18:55:00
4624,2020-09-01 19:00:00
4625,2020-09-01 19:05:00
4626,2020-09-01 19:10:00
4627,2020-09-01 19:15:00
4628,2020-09-01 19:20:00
4629,2020-09-01 19:25:00
4630,2020-09-01 19:30:00
4631,2020-09-01 19:35:00
4632,2020-09-01 19:40:00
4633,2020-09-01 19:45:00
4634,2020-09-01 19:50:00
4635,2020-09-01 19:55:00
4636,2020-09-01 20:00:00
4637,2020-09-01 20:05:00
4638,2020-09-01 20:10:00
4639,2020-09-01 20:15:00
4640,2020-09-01 20:20:00
4641,2020-09-01 20:25:00
4642,2020-09-01 20:30:00
4643,2020-09-01 20:35:00
4644,2020-09-01 20:40:00
4645,2020-09-01 20:45:00
4646,2020-09-01 20:50:00
4647,2020-09-01 20:55:00
4648,2020-09-01 21:00:00
4649,2020-09-01 21:05:00
4650,2020-09-01 21:10:00
4651,2020-09-01 21:15:00
4652,2020-09-01 21:20:00
4653,2020-09-01 21:25:00
4654,2020-09-01 21:30:00
4655,2020-09-01 21:35:00
4656,2020-09-01 21:40:00
4657,2020-09-01 21:45:00
4658,2020-09-01 21:50:00
4659,2020-09-01 21:55:00
4660,2020-09-01 22:00:00
4661,2020-09-01 22:05:00
4662,2020-09-01 22:10:00
4663,2020-09-01 22:15:00
4664,2020-09-01 22:20:00
4665,2020-09-01 22:25:00
4666,2020-09-01 22:30:00
4667,2020-09-01 22:35:00
4668,2020-09-01 22:40:00
4669,2020-09-01 22:45:00
4670,2020-09-01 22:50:00
4671,2020-09-01 22:55:00
4672,2020-09-01 23:00:00
4673,2020-09-01 23:05:00
4674,2020-09-01 23:10:00
4675,2020-09-01 23:15:00
4676,2020-09-01 23:20:00
4677,2020-09-01 23:25:00
4678,2020-09-01 23:30:00
4679,2020-09-01 23:35:00
4680,2020-09-01 23:40:00
4681,2020-09-01 23:45:00
4682,2020-09-01 23:50:00
4683,2020-09-01 23:55:00
4684,2020-09-02 00:00:00
4685,2020-09-02 00:05:00
4686,2020-09-02 00:10:00
4687,2020-09-02 00:15:00
4688,2020-09-02 00:20:00
4689,2020-09-02 00:25:00
4690,2020-09-02 00:30:00
4691,2020-09-02 00:35:00
4692,2020-09-02 00:40:00
4693,2020-09-02 00:45:00
4694,2020-09-02 00:50:00
